map_id	verdict	scope	canonical	meaning	problem	bundle	technical_route	technical_delegate	scratch_policy	scratch_boundary	judgment	evidence	decision_status
370	不採用		Grab Still	スティル取得	スティル取得		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
371	不採用		Grade Version	グレードバージョン管理	グレードバージョン管理		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
372	不採用	out-of-domain?	Half Printer Light	ハーフプリンターライト	ハーフプリンターライト		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
373	不採用	out-of-domain?	HDR Vivid	HDR Vividグレーディング	HDR Vividグレーディング		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
374	不採用	out-of-domain?	HDR10+	HDR10+グレーディング	HDR10+グレーディング		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
375	拡張	extension	Lighter Color	カラー比較(明)	カラー比較(明)	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
376	不採用		Load Memory A-H(grouped, pattern)	Command+1..Command+8	Command+1..Command+8		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
377	不採用		Memories	メモリバンク	メモリバンク		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
378	不採用		Next Still	次のスティル	次のスティル		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
379	不採用		Next Version	Command+N	Command+N		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
380	不採用		Nodes	ノードサブメニュー	ノードサブメニュー		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
381	不採用		Original Memory	オリジナルメモリ	オリジナルメモリ		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
382	不採用		Original Memory	Option+Shift+O	Option+Shift+O		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
383	不採用		Play Still	スティル再生	スティル再生		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
384	不採用		Presets	グレードプリセット	グレードプリセット		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
385	不採用		Preview Memory	プレビューメモリ	プレビューメモリ		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
386	不採用		Preview Memory	Option+Shift+P	Option+Shift+P		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
387	不採用		Previous Still	前のスティル	前のスティル		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
388	不採用		Previous Version	Command+B	Command+B		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
389	拡張		Primaries/Log Color Wheels	Option+Z	Option+Z	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
390	不採用	out-of-domain?	Printer Light Hotkeys	プリンターライトホットキー	プリンターライトホットキー		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
391	不採用	out-of-domain?	Printer Light Hotkeys	Option+Command+`	Option+Command+`		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
392	不採用	out-of-domain?	Quarter Printer Light	クォータープリンターライト	クォータープリンターライト		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
393	不採用		Render Cache Color Output	Color出力をレンダーキャッシュ	Color出力をレンダーキャッシュ		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
394	不採用		Reset	グレードリセット	グレードリセット		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
395	不採用		Reset All Grades and Nodes	Command+Home	Command+Home		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
396	不採用		Reset Grades and Keep Nodes	Shift+Command+Home	Shift+Command+Home		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
397	不採用		Reset Selected Node Grade	Shift+Home	Shift+Home		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
398	不採用	out-of-domain?	Resolve Live	Resolve Live連携	Resolve Live連携		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
399	不採用	out-of-domain?	Resolve Live Freeze	Shift+Command+R	Shift+Command+R		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
400	不採用	out-of-domain?	Resolve Live On/Off	Command+R	Command+R		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
401	不採用	out-of-domain?	Resolve Live Snapshot	Option+Command+R	Option+Command+R		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
402	不採用		Ripple Node Changes to Current Group	ノード変更を現在グループへリップル	ノード変更を現在グループへリップル		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
403	不採用		Ripple Node Changes to Selected Clips	ノード変更を選択クリップへリップル	ノード変更を選択クリップへリップル		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
404	不採用		Save Memory A-H(grouped, pattern)	Option+1..Option+8	Option+1..Option+8		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
405	拡張	extension	Select Clips With Clip Color	クリップ色でクリップ選択	クリップ色でクリップ選択	B31	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
406	拡張	extension	Select Clips With Flag Color	フラグ色でクリップ選択	フラグ色でクリップ選択	B31	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
407	拡張	extension	Select Clips With Marker Color	マーカー色でクリップ選択	マーカー色でクリップ選択	B31	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
408	拡張	extension	Set Clip Color	クリップ色設定	クリップ色設定	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
409	拡張	extension	Set foreground to average color under pointer	ポインタ周辺の平均色を前景色に	ポインタ周辺の平均色を前景色に	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
410	拡張	extension	Set foreground to color under pointer	ポインタ下の色を前景色に	ポインタ下の色を前景色に	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
411	拡張	extension	Show alpha boundary in Layer panel	Layerパネルでアルファ境界表示	Layerパネルでアルファ境界表示	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
412	拡張	extension	Show alpha overlay in Layer panel	Layerパネルでアルファオーバーレイ表示	Layerパネルでアルファオーバーレイ表示	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
413	拡張	extension	Show colorized red, green, or blue channel	各チャンネルを色付き表示	各チャンネルを色付き表示	B05	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
